,trackName,artistName,albumName,populartySong,genres,populartyArtist
717,Jackie Wilson,The Ultimate Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,72,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'disco', 'funk', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",58
718,The Strumbellas,Spirits,Spirits,73,"['canadian indie', 'folk-pop', 'pop rock', 'stomp and holler']",57
719,Sharon Van Etten,Every Time the Sun Comes Up,Every Time the Sun Comes Up,62,"['art pop', 'chamber pop', 'dream pop', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'new jersey indie', 'stomp and holler']",57
720,Elton John,Blue Wonderful,Blue Wonderful,90,"['glam rock', 'mellow gold', 'piano rock']",82
721,Alf Robertson,Soldaten och kortleken (2 CD),Hon steg på finlandsbåten,42,"['classic swedish pop', 'dansband', 'danspunk', 'swedish country', 'vintage swedish pop']",35
722,Matisyahu,Youth,Time Of Your Song,49,['reggae fusion'],56
723,Håkan Hellström,Illusioner,Tro på livet,63,"['classic swedish pop', 'gothenburg indie', 'swedish indie rock', 'swedish pop']",60
724,Bastille,Basket Case,Basket Case - From ‘The Tick’ TV Series,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
725,Ison & Fille,Länge leve vi,Ambition,48,"['swedish hip hop', 'swedish pop', 'swedish trap pop']",42
726,Violet Skies,Is She Gonna Be There?,Is She Gonna Be There?,47,"['alternative r&b', 'r&b', 'scandinavian r&b', 'swedish soul']",65
727,Kodaline,Live and Ready - EP,Unclear - Live,79,"['irish pop', 'modern rock', 'pop', 'pop rock']",70
728,Shotgun Crackers,Shotgun Crackers,Different City,10,['svensk indie'],5
729,Fink,Hard Believer,Looking Too Closely,64,"['indie folk', 'ninja']",53
730,Moneybrother,Blood Panic,It's Been Hurting All The Way With You Joanna,41,"['classic swedish pop', 'swedish alternative rock', 'swedish indie rock', 'swedish pop']",36
731,Petter,Lev nu,Lev nu dö sen (feat. Vargas & Lagola),63,"['swedish hip hop', 'swedish pop', 'swedish pop rap']",55
732,Lorentz,Lycka till,När allt det här är över,43,['swedish pop rap'],32
733,Ulf Lundell,Utanför murarna,Kärleken förde oss samman,55,"['classic swedish pop', 'swedish pop']",49
734,WILD,Silver & Gold,Silver & Gold,80,['pop'],92
735,Faråker,Början på slutet,Lycklig död,32,['swedish indie pop'],23
736,Ison & Fille,Resumé,Hela dan varje dag,48,"['swedish hip hop', 'swedish pop', 'swedish trap pop']",42
737,Morrissey,Ringleader of the Tormentors,You Have Killed Me,62,"['britpop', 'madchester', 'new wave', 'permanent wave', 'pop rock', 'rock', 'solo wave']",58
738,Petter,Mitt folk,Vi är,63,"['swedish hip hop', 'swedish pop', 'swedish pop rap']",55
739,Den svenska björnstammen,Förlorare utan chans,Förlorare utan chans,63,"['swedish electropop', 'swedish pop']",51
740,Cold War Kids,Hold My Home,First,55,"['alternative rock', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'piano rock', 'pop rock', 'rock', 'stomp and holler']",60
741,James Bay,Move Together,Move Together,73,"['neo mellow', 'pop', 'pop rock']",71
742,Bastille,Bad Blood,Daniel In The Den,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
743,Johnny Cash,American IV: The Man Comes Around,Danny Boy,40,"['classic swedish pop', 'swedish jazz', 'swedish pop']",37
744,Olle Nyman,Venture,A String Of Hope,32,"['norrbotten indie', 'swedish americana', 'swedish indie folk', 'swedish singer-songwriter']",38
745,Anna Ternheim,Keep Me In The Dark,Keep Me In The Dark - Rig 45 Remix,50,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",44
746,Emilíana Torrini,The Lord of the Rings: The Two Towers (Original Motion Picture Soundtrack),Gollum's Song,57,"['electronica', 'icelandic indie', 'icelandic pop', 'icelandic singer-songwriter', 'trip hop']",47
747,John Farnham,Collections,Pressure Down,63,"['australian pop', 'australian rock']",55
748,The Fratellis,Costello Music,Chelsea Dagger,70,"['alternative rock', 'garage rock', 'modern rock', 'rock', 'scottish rock']",60
749,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,Slide,75,"['neo mellow', 'permanent wave', 'pop rock']",70
750,Cub Sport,when the party's over,when the party's over - triple j Like A Version,58,"['australian indie', 'australian indie rock', 'australian pop', 'brisbane indie']",52
751,Weeping Willows,Fear & Love,The Burden,47,"['classic swedish pop', 'swedish alternative rock', 'swedish country', 'swedish pop']",41
752,Capital Cities,In A Tidal Wave Of Mystery,Safe And Sound,84,['metropopolis'],65
753,Lars Winnerbäck,Rusningstrafik,Balladen om konsekvenser,59,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",56
754,Alanis Morissette,Jagged Little Pill,Ironic,72,"['canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']",66
755,Foy Vance,Hope,If Only You Could See Yourself Like I See You,57,"['acoustic pop', 'british singer-songwriter', 'indie folk', 'irish singer-songwriter', 'neo mellow', 'new americana', 'stomp and holler', 'uk americana']",53
756,Avicii,TIM,Hold The Line (feat. A R I Z O N A),86,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79
757,Ben Howard,Every Kingdom,Gracious,70,"['british singer-songwriter', 'folk-pop', 'indie folk', 'neo mellow', 'stomp and holler']",63
758,Karin Park,Ashes To Gold,Out Of The Cage,22,['australian dance'],54
759,Courtney Barnett,The Double Ep: A Sea of Split Peas,History Eraser,53,"['australian indie', 'indie pop', 'indie rock', 'melbourne indie']",54
760,Mohlavyr,Ingen typisk militär,Krympta drömmar,2,['orebro indie'],1
761,Glen Hansard,Rhythm And Repose,Come Away to the Water,65,"['irish rock', 'irish singer-songwriter', 'melancholia']",53
762,Macklemore & Ryan Lewis,The Heist,Thrift Shop (feat. Wanz),83,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",71
763,Tokio Myers,Bloodstream,Bloodstream,45,['uk alternative pop'],35
764,Imagine Dragons,Night Visions,Hear Me,88,"['modern rock', 'rock']",86
765,Fitz and The Tantrums,More Than Just a Dream,Out of My League,73,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",66
766,Amy Macdonald,Life In A Beautiful Light,Slow It Down,75,['scottish singer-songwriter'],59
767,Seinabo Sey,Younger,Younger - Acoustic Version,51,"['swedish electropop', 'swedish pop', 'swedish soul']",55
768,MisterWives,Drummer Boy,Drummer Boy,71,"['electropop', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'pop rock']",60
769,Crying Day Care Choir,July,July,55,"['swedish folk pop', 'swedish pop']",42
770,Akon,Freedom,Freedom,77,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",85
771,The Crystals,Da Doo Ron Ron: The Very Best of The Crystals,Da Doo Ron Ron (When He Walked Me Home),54,"['brill building pop', 'bubblegum pop', 'classic girl group', 'rock-and-roll', 'rockabilly', 'soul']",47
772,The Magnolia,First Time,White as snow,39,"['neo r&b', 'swedish soul']",24
773,Håkan Hellström,Det kommer aldrig va över för mig,Det kommer aldrig va över för mig,63,"['classic swedish pop', 'gothenburg indie', 'swedish indie rock', 'swedish pop']",60
774,Martin Berglund & Stödorkestern,Din ungdom ska aldrig dö,Det slutar aldrig så,22,['kalmar indie'],15
775,Charlie Puth,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez),82,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",81
776,Jonathan Johansson,Love & Devotion,Bull City,44,"['swedish electropop', 'swedish indie pop', 'swedish pop']",40
777,Avicii,TIM,Freak (feat. Bonn),86,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79
778,Amy Macdonald,This Is The Life,Let's Start A Band,75,['scottish singer-songwriter'],59
779,Simon Norrsveden,OK baby det är dags att vi ska vinna allt,Utan ett ord,13,[],6
780,Alpis,53,Bättre utan mig,47,['swedish pop'],38
781,Anna Bergendahl,Vice,Vice,53,"['europop', 'eurovision', 'swedish pop']",43
782,Frida Andersson,Hela vägen till Tokyo,Hela vägen till Tokyo,32,"['finlandssvenska musik', 'swedish folk pop']",18
783,MisterWives,Same Drugs,Same Drugs - Chance The Rapper Cover,71,"['electropop', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'pop rock']",60
784,Bastille,All This Bad Blood,Flaws,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
785,Crying Day Care Choir,Join the Joyful Revolution,Join the Joyful Revolution,55,"['swedish folk pop', 'swedish pop']",42
786,Sarah Klang,Creamy Blue,New Day Coming,51,"['swedish americana', 'swedish indie pop', 'swedish pop']",46
787,Grouplove,Spreading Rumours,Ways to Go,81,"['indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",64
788,Tom Walker,Heartland,Heartland,66,"['indie anthem-folk', 'modern rock', 'pop', 'uk pop']",65
789,Erik Hassle,Taken EP,Standing Where You Left Me,42,['swedish pop'],37
790,Thomas Stenström,Rör inte min kompis!,På en vacker dag,69,['swedish pop'],61
791,Lars Winnerbäck,Vatten under broarna,Stackars,59,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",56
792,First Aid Kit,Stay Gold,Shattered & Hollow,52,"['swedish idol pop', 'swedish pop']",56
793,Electric Light Orchestra,Out of the Blue,Turn to Stone,81,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",70
794,Amy Macdonald,This Is The Life,Poison Prince,75,['scottish singer-songwriter'],59
795,Zac Brown Band,Heavy Is The Head,Heavy Is the Head,79,"['contemporary country', 'country', 'country road', 'modern country rock']",72
796,Madeleine Peyroux,Careless Love,Don't Wait Too Long,56,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'lounge', 'soul', 'vocal jazz']",59
797,The Dandy Warhols,The Capitol Years: 1995-2007,Bohemian Like You,71,"['alternative dance', 'alternative rock', 'indie rock', 'modern rock', 'pop rock', 'rock']",57
798,Alex Clare,Three Hearts,Three Hearts,61,['modern alternative rock'],53
799,Grymlings,Där gullvivan blommar,Där gullvivan blommar,45,['classic swedish pop'],35
800,David Torstensson,27,När man svävar fritt i rymden (Minns inte),0,[],0
801,Train,Angel in Blue Jeans,Angel in Blue Jeans,80,"['pop', 'talent show', 'uk pop']",77
802,David Guetta,Bang My Head (feat. Sia & Fetty Wap),Bang My Head (feat. Sia & Fetty Wap),87,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",85
803,Did,What I did,Hello goodbye,52,"['classic swedish pop', 'dansband', 'danspunk']",45
804,The Strokes,Room On Fire,12:51,79,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",74
805,Bad Cash Quartet,Outcast,Too Bored to Die,34,['gothenburg indie'],25
806,Bastille,All This Bad Blood,Overjoyed,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
807,Avicii,TIM,Bad Reputation (feat. Joe Janiak),86,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79
808,Linnea Henriksson,Säga mig,Säga mig,58,['swedish pop'],50
809,Macklemore & Ryan Lewis,The Heist,Castle,83,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",71
810,Säkert!,Arktiska oceanen - EP,Skadat exemplar,43,"['swedish hip hop', 'swedish pop', 'swedish pop rap']",55
811,The Soundtrack Of Our Lives,Rest In Piece 1994 - 2012,The Passover - 2014 Remaster,43,"['gothenburg indie', 'swedish alternative rock', 'swedish hard rock', 'swedish psychedelic rock']",35
812,The National,Trouble Will Find Me,Slipped,64,"['indie rock', 'modern rock']",63
813,Bastille,Bad Blood,Laura Palmer,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
814,Oasis,Heathen Chemistry,Songbird,78,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",74
815,Clean Bandit,What Is Love?,Baby (feat. MARINA & Luis Fonsi),75,"['dance pop', 'pop', 'urban contemporary']",74
816,Anna Ternheim,The Winter Tapes,I'll Follow You Tonight - Live,50,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",44
817,Vintage Trouble,The Bomb Shelter Sessions,Not Alright By Me,44,['modern blues rock'],40
818,Daniel Norgren,Buck,Whatever Turns You On,47,"['swedish americana', 'swedish singer-songwriter']",46
819,The Shins,"Oh, Inverted World",New Slang,70,"['albuquerque indie', 'alternative rock', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'stomp and holler']",60
820,AJR,What Everyone's Thinking - EP,Weak,77,['modern rock'],75
821,Mando Diao,Musiken från På Spåret,24 Hours from Tulsa,58,"['dalarna indie', 'swedish garage rock', 'swedish indie rock']",55
822,Bastille,All This Bad Blood,These Streets,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
823,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,Here Is Gone,75,"['neo mellow', 'permanent wave', 'pop rock']",70
824,Yael Naim,Yael Naïm,New Soul,61,"['french indie pop', 'nouvelle chanson francaise']",50
825,Sia,Bird Set Free,Bird Set Free,80,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",85
826,Tommy Körberg,Så Mycket Bättre 2020 - Tolkningarna,Morgonljuset,54,['classic swedish pop'],45
827,Lars Winnerbäck,Kom,"Du gamla, fria nord",59,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",56
828,Cold War Kids,LA DIVINE,No Reason To Run,55,"['alternative rock', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'piano rock', 'pop rock', 'rock', 'stomp and holler']",60
829,Macklemore & Ryan Lewis,The Heist,A Wake (feat. Evan Roman),83,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",71
830,Thomas Stenström,Rör inte min kompis!,Luffareblod,69,['swedish pop'],61
831,Thomas Stenström,Rör inte min kompis!,Mina polare,69,['swedish pop'],61
832,The All-American Rejects,Move Along,Move Along,70,"['modern rock', 'pop punk', 'pop rock', 'rock']",65
833,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,Iris,75,"['neo mellow', 'permanent wave', 'pop rock']",70
834,MGMT,Little Dark Age,She Works Out Too Much,82,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",73
835,Daniel Lemma,Morning Train,Haze,45,"['classic swedish pop', 'swedish soul']",33
836,Macklemore,The Unplanned Mixtape,Fallin,83,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",71
837,Skizzy Mars,Alone Together,Hit Me Harder (feat. Jaymes Young),57,"['indie pop rap', 'pop rap', 'underground hip hop']",53
838,Bastille,"VS. (Other People’s Heartache, Pt. III)",Weapon (Bastille Vs. Angel Haze Vs. F*U*G*Z Vs. Braque),76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
839,Blanche,Moment,Moment,0,"['french hip hop', 'pop urbaine', 'rap francais']",67
840,Annika Norlin,Rött & svart pumpar hjärtat,Rött & svart pumpar hjärtat - Single version,44,"['swedish alternative rock', 'swedish indie pop', 'swedish jazz', 'swedish pop']",37
841,Anna Ternheim,Kärleken väntar,Kärleken väntar,50,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",44
842,Sampha,(No One Knows Me) Like the Piano,(No One Knows Me) Like the Piano,78,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",90
843,Sylvia Vrethammar,Så mycket bättre - säsong 3,Oh Boy,38,"['classic swedish pop', 'swedish pop', 'vintage swedish pop']",30
844,Sting,"50,000","50,000 - Dave Audé Radio Remix",39,"['europop', 'swedish idol pop', 'swedish pop']",44
845,Murray Gold,Doctor Who: Series 5,Amy In The TARDIS,43,"['british soundtrack', 'scorecore', 'soundtrack', 'theme']",47
846,Wyclef Jean,What Happened To Love,What Happened to Love,85,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",84
847,James TW,When You Love Someone,When You Love Someone - Acoustic,75,"['neo mellow', 'pop', 'pop rock', 'uk pop']",65
848,Phoenix,Wolfgang Amadeus Phoenix,1901,69,"['speedrun', 'video game music']",79
849,David Guetta,Flames,Flames,87,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",85
850,Erik Hassle,No Words,No Words,42,['swedish pop'],37
851,Silvana Imam,Jag Dör För Dig,Jag Dör För Dig,49,['swedish pop'],66
852,Johnossi,Transitions,Seventeen - Bonus Track / Alternative Version,52,"['swedish alternative rock', 'swedish indie rock']",43
853,Karl-Magnus Fredriksson,Det är något bortom bergen,Tema ur filmen Bröderna Lejonhjärta,26,[],14
854,Atmosphere,"When Life Gives You Lemons, You Paint That Shit Gold [Standard Edition]",Yesterday,65,[],46
855,Jedi Mind Tricks,"Servants In Heaven, Kings In Hell",Razorblade Salvation,55,"['conscious hip hop', 'gangster rap', 'hardcore hip hop', 'philly rap', 'political hip hop']",51
856,Tomas Andersson Wij,Hälsingland,Hälsingland,48,"['classic swedish pop', 'swedish alternative rock', 'swedish pop', 'swedish singer-songwriter']",41
857,Hov1,Vindar på Mars,Ma chérie,65,"['fotbollslatar', 'swedish idol pop', 'swedish pop', 'swedish pop rap']",64
858,Bräkne Hoby,Bräkne-Hoby,Du Tände Mig,7,[],4
859,Adele,21,Lovesong,84,"['british soul', 'pop', 'pop soul', 'uk pop']",83
860,Thomas Stenström,Rör inte min kompis!,Luffareblod,69,['swedish pop'],61
861,Nick Mulvey,First Mind,Fever To The Form,66,"['british singer-songwriter', 'cambridgeshire indie', 'indie folk']",59
862,Silvana Imam,Naturkraft,Sett Henne,49,['swedish pop'],66
863,Daft Punk,TRON: Legacy Reconfigured,Derezzed - Remixed by Avicii,84,"['electro', 'filter house']",78
864,Crying Day Care Choir,Join the Joyful Revolution,Where Did John Lennon Go?,55,"['swedish folk pop', 'swedish pop']",42
865,Alma Lindström,Wait,Wait,26,[],9
866,Sarah Dawn Finer,Vinterland,Vinterland,52,"['classic swedish pop', 'europop', 'swedish pop']",43
867,Go Ahead Now,Kill Them with Kindness,Kill Them with Kindness,56,[],58
868,Radical Face,The Bastards,Sisters,70,"['indie folk', 'jacksonville indie', 'stomp and holler']",57
869,David Torstensson,27,Roll,0,[],0
870,The Smashing Pumpkins,Siamese Dream,Disarm - Remastered,77,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock', 'spacegrunge']",69
871,Logic,Everybody,1-800-273-8255,36,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap pop']",46
872,Ruth B.,Lost Boy,Lost Boy,91,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",75
873,Smith & Thell,Statue (The Pills Song),Statue (The Pills Song),53,['swedish pop'],59
874,Sven-Bertil Taube,Så mycket bättre - Lisa Nilssons dag,Himlen runt hörnet,45,"['classic swedish pop', 'folkmusik', 'swedish jazz', 'vintage swedish pop', 'visor']",40
875,The 1975,Medicine,Medicine,72,"['modern alternative rock', 'modern rock', 'pop', 'rock']",72
876,Lukas Graham,Lukas Graham (Blue Album),What Happened To Perfect,58,"['danish pop', 'pop', 'scandipop']",69
877,James Bay,Chaos And The Calm,Hold Back The River,73,"['neo mellow', 'pop', 'pop rock']",71
878,Petter,Cityljus (feat. Yasin & Blen),Cityljus (feat. Yasin & Blen),63,"['swedish hip hop', 'swedish pop', 'swedish pop rap']",55
879,Galantis,Pharmacy,Peanut Butter Jelly,69,"['europop', 'new wave pop', 'soft rock', 'swedish pop']",69
880,Bastille,All This Bad Blood,"Weight Of Living, Pt. II",76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
881,Angus & Julia Stone,Down The Way,Draw Your Swords,64,"['australian indie folk', 'indie folk']",63
882,Bastille,All This Bad Blood,Icarus,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
883,Macklemore,GEMINI,Over It (feat. Donna Missal),83,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",71
884,Blanche,City Lights,City Lights,0,"['french hip hop', 'pop urbaine', 'rap francais']",67
885,Lars Winnerbäck,Vatten under broarna,Elegi,59,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",56
886,Bastille,All This Bad Blood,The Silence,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
887,Avicii,TIM,Fades Away (feat. Noonie Bao),86,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79
888,The National,Cherry Tree,About Today,64,"['indie rock', 'modern rock']",63
889,Simple Minds,New Gold Dream (81/82/83/84),Glittering Prize - Remastered 2002,76,"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock', 'synthpop']",65
890,Steget,Förändrar Allt,Magiskt,44,"['gothenburg indie', 'swedish indie pop']",28
891,S.P.O.C.K,Assignment: Earth,E.T. Phone Home,20,"['ebm', 'futurepop', 'neo-synthpop', 'swedish synthpop']",17
892,kent,En plats i solen,Skisser för sommaren,50,['norwegian pop'],43
893,Chance the Rapper,Coloring Book,Summer Friends (feat. Jeremih & Francis & The Lights),5,"['canadian pop', 'pop']",90
894,Matthew And The Atlas,Pyres,Pyres,50,"['indie anthem-folk', 'indie folk', 'stomp and holler', 'uk americana']",44
895,Dawin,Dessert,Dessert,53,['nyc pop'],51
896,Miike Snow,iii,Genghis Khan,55,"['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",55
897,Fergie,Music From Baz Luhrmann's Film The Great Gatsby,A Little Party Never Killed Nobody (All We Got),72,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",69
898,Billie The Vision & The Dancers,Someone Like You,Someone Like You,35,['swedish indie pop'],38
899,Bastille,All This Bad Blood,Skulls,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
900,The Barr Brothers,Sleeping Operator,Love Ain't Enough,57,"['canadian americana', 'canadian indie', 'deep new americana', 'indie folk', 'new americana', 'stomp and holler']",45
901,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",71,['ohio hip hop'],81
902,Ben Howard,I Forget Where We Were,End Of The Affair,70,"['british singer-songwriter', 'folk-pop', 'indie folk', 'neo mellow', 'stomp and holler']",63
903,Vance Joy,We're Going Home,We're Going Home,82,"['folk-pop', 'modern rock', 'pop', 'pop rock']",75
904,Patsy Cline,Patsy Cline’s Greatest Hits,So Wrong - Single Version,66,"['adult standards', 'nashville sound']",58
905,Macklemore & Ryan Lewis,The Heist,White Walls (feat. ScHoolboy Q & Hollis),83,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",71
906,Rebecca & Fiona,Drugstore Lovin’,Drugstore Lovin’,45,"['electropop', 'swedish electropop', 'swedish pop']",40
907,The Script,No Sound Without Silence,"Never Seen Anything ""Quite Like You""",80,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock']",72
908,Dido,Safe Trip Home,Look No Further,85,"['detroit hip hop', 'hip hop', 'rap']",89
909,Bastille,All This Bad Blood,The Draw,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
910,kent,Tillbaka Till Samtiden,Columbus,50,['norwegian pop'],43
911,Lupe Fiasco,"Food & Liquor II: The Great American Rap Album, Pt. 1",Battle Scars,73,"['chicago rap', 'rap']",89
912,The Royal Concept,Goldrushed,Cabin Down Below,36,"['pop rock', 'swedish alternative rock', 'swedish indie pop']",45
913,Passenger,Beautiful Birds (Instrumental),Beautiful Birds - Instrumental,74,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",69
914,Bastille,All This Bad Blood,Tuning Out...,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
915,The Sweet Remains,Laurel & Sunset,Dance With Me,51,['indie folk'],33
916,Ison & Fille,Så mycket bättre - Sven-Bertil Taubes dag,Nu har jag fått den jag vill ha,48,"['swedish hip hop', 'swedish pop', 'swedish trap pop']",42
917,Roy Orbison,Mystery Girl,You Got It,43,"['finnish dance pop', 'finnish hip hop', 'finnish pop', 'suomi rock']",47
918,Did,What I did,Fool,52,"['classic swedish pop', 'dansband', 'danspunk']",45
919,Wild Child,Sinking Ship / Back & Forth,Sinking Ship,60,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",55
920,Ana Diaz,Lyssna del 1,Fyll upp mitt glas nu,51,['swedish pop'],44
921,Avicii,TIM,"Tough Love (feat. Agnes, Vargas & Lagola)",86,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79
922,Jedi Mind Tricks,"Servants In Heaven, Kings In Hell",Uncommon Valor: A Vietnam Story,55,"['conscious hip hop', 'gangster rap', 'hardcore hip hop', 'philly rap', 'political hip hop']",51
923,Bruce Springsteen,Born In The U.S.A.,Glory Days,79,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",74
924,Bastille,Bad Blood,Flaws,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
925,Noah And The Whale,"Peaceful, The World Lays Me Down",5 Years Time,61,"['indie folk', 'indie pop', 'indie rock', 'stomp and holler']",54
926,From Kid,Favorite Storm,Walk in Company,28,['swiss indie'],20
927,Ed Sheeran,Castle on the Hill,Castle on the Hill - Acoustic,91,"['pop', 'uk pop']",90
928,Imagine Dragons,Night Visions,Underdog,88,"['modern rock', 'rock']",86
929,Uno Svenningsson,Samling,Vågorna,52,"['classic swedish pop', 'swedish pop']",46
930,Tones And I,Johnny Run Away,Johnny Run Away,80,"['australian pop', 'pop']",71
931,Archive,Controlling Crowds,Bullets,37,[],33
932,Machine Gun Kelly,Bad Things,Bad Things - With Camila Cabello,71,['ohio hip hop'],81
933,Little Simz,Selfish,Selfish,66,"['escape room', 'trap queen']",60
934,Hov1,Vindar på Mars,Hornstullsstrand,65,"['fotbollslatar', 'swedish idol pop', 'swedish pop', 'swedish pop rap']",64
935,Marshmello,Happier,Happier,85,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",81
936,First Aid Kit,The Big Black and the Blue,I Met Up With the King,52,"['swedish idol pop', 'swedish pop']",56
937,Lill Lindfors,Så mycket bättre säsong 4 - Agnes dag,Just här just nu,44,"['classic swedish pop', 'folkmusik', 'swedish jazz', 'vintage swedish pop']",38
938,Anna Ternheim,Minns det som igår,Minns det som igår,50,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",44
939,The Lumineers,Ophelia,Ophelia,79,"['folk-pop', 'stomp and holler']",75
940,Jetta,Feels Like Coming Home,Feels Like Coming Home,29,"['swedish drill', 'swedish hip hop', 'swedish pop', 'swedish reggae', 'swedish trap', 'swedish trap pop']",60
941,Bon Iver,Blood Bank,Blood Bank,76,"['eau claire indie', 'indie folk', 'melancholia']",73
942,Did,What I did,Indifference,52,"['classic swedish pop', 'dansband', 'danspunk']",45
943,Billy Joel,Storm Front,We Didn't Start the Fire,80,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",75
944,MAGIC!,Don't Kill the Magic,One Woman One Man,0,"['permanent wave', 'pop']",86
945,Macklemore & Ryan Lewis,The Heist,Can't Hold Us (feat. Ray Dalton),83,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",71
946,One Week Gone,Freaks And Geeks,Freaks And Geeks,54,"['hip hop', 'rap', 'underground hip hop']",78
947,Ken Ring,XXV,Don Rene,48,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap pop']",42
948,MGMT,Oracular Spectacular,Kids,82,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",73
