name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Scheelegatan 33 B,73,3,4919,425000,25822,2016-5-1,Köpings kommun,Byjorden,Bostadsrättslägenhet
Sticklinge 1,158,5,,995000,,2016-maj-30,Köpings kommun,Himmeta,Friliggande villa
Vargstigen 19,99,5,,2200000,,2016-maj-27,Köpings kommun,Vargstigen 19,Villa
Sadelgatan 23,127,5,,1855000,,2016-maj-27,Köpings kommun,Hästhagen,Par/Rad/Kedjehus
Bergslagsvägen 10C,58,5,2876,290000,24957,2016-maj-26,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Kärrvägen 11,101,5,5370,460000,,2016-maj-26,Köpings kommun,Kolsva,Bostadsrätt
Scheelegatan 34,69,3,,1350000,,2016-maj-25,Köpings kommun,Scheelegatan 34,Villa
Västerlundby 20,135,5,,1700000,,2016-maj-25,Köpings kommun,Lindbacken,Villa
Kulinge 15,30,3,,270000,,2016-maj-25,Köpings kommun,Kulinge,Fritidshus
Odensvivägen 6B,78,5,5338,775000,29873,2016-maj-24,Köpings kommun,Odensvivägen 6B,Bostadsrättslägenhet
"Våsjö Norra, tomt nr 8",40,2,,400000,,2016-maj-20,Köpings kommun,Våsjö vid Västlandasjön,Fritidshus
Våsjötorp 12,100,4,,1350000,,2016-maj-17,Köpings kommun,KOLSVA,Vinterbonat fritidshus
Hagavägen 8A,64,5,4100,500000,27752,2016-maj-16,Köpings kommun,Östanås,Bostadsrättslägenhet
Bodavägen 3,68,3,,795000,,2016-maj-13,Köpings kommun,Sundänge Köping,Fritidshus
Hökvägen 22,149,6,,2400000,,2016-maj-10,Köpings kommun,Elundområdet,Villa
Scheelegatan 18,78,8,5749,770000,29772,2016-maj-9,Köpings kommun,Scheelegatan 18,Bostadsrättslägenhet
Svedjevägen 15,100,5,,1000000,,2016-maj-6,Köpings kommun,Kolsva,Villa
Stationsvägen 10,133,5,,1140000,,2016-maj-4,Köpings kommun,Kolsva,Par/Rad/Kedjehus
Utterstigen 16,189,5,,1725000,,2016-maj-4,Köpings kommun,Stigarna,Villa
Laksta 4,40,2,,1110000,,2016-4-30,Köpings kommun,Kolsva,Fritidshus
Mossvägen 10,101,4,5370,420000,,2016-4-29,Köpings kommun,Kolsva,Bostadsrätt
Barnhemsgatan 9A,94,4,5321,650000,26915,2016-4-28,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Ringvägen 51 B,51,5,3308,280000,25437,2016-4-27,Köpings kommun,Köping Johannisdal,Bostadsrättslägenhet
Brovägen 43,90,4,,610000,,2016-4-27,Köpings kommun,KOLSVA,Villa
Hagavägen 8A,70,5,4370,455000,26454,2016-4-26,Köpings kommun,Köping Östanås,Bostadsrättslägenhet
Andvägen 1,130,4,,1050000,,2016-4-25,Köpings kommun,Ållesta,Villa
Virgatan 14D,98,4,,1650000,,2016-4-22,Köpings kommun,Centrum Köping,Villa
Stekelgatan 1,80,5,5893,1140000,214161,2016-4-20,Köpings kommun,Köping Ullvibackar,Bostadsrättslägenhet
Parkvägen 13,156,6,,1785000,,2016-4-19,Köpings kommun,Kolsva,Villa
Virgatan 12 D  Köping,98,4,,1650000,,2016-4-18,Köpings kommun,Centrum Köping,Villa
Malmönvägen 103,63,4,,2000000,,2016-4-18,Köpings kommun,Malmön,Villa
Bergslagsvägen 118,88,3,,850000,,2016-4-14,Köpings kommun,Kolsva,Villa
Kihlmansgatan 26 B,82,5,4021,560000,26788,2016-4-8,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Rabovägen 2,95,4,,1290000,,2016-4-7,Köpings kommun,Guttsta,Villa
Bergslagsvägen 18c,40,1,2100,242000,26050,2016-4-6,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Kvarngatan 2,68,3,,1300000,,2016-4-5,Köpings kommun,Centrum Köping,Villa
Hagavägen 8 B,58,2,3419,500000,28621,2016-4-5,Köpings kommun,Köping Östanås,Bostadsrättslägenhet
Malmönvägen 35,175,5,,3500000,,2016-4-4,Köpings kommun,Malmön/Vitön Köping,Villa
Ryttargatan 20,130,4,,1870000,,2016-3-31,Köpings kommun,Hästhagen,Par/Rad/Kedjehus
Barnhemsgatan 9A,94,4,5321,585000,26223,2016-3-31,Köpings kommun,Centralt,Bostadsrättslägenhet
Kihlmansgatan 14 C,98,4,4688,670000,26837,2016-3-30,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Trollsländegatan 34,129,5,,1900000,,2016-3-30,Köpings kommun,Ullvi backar,Villa
Mullgatan 14,227,7,,2650000,,2016-3-29,Köpings kommun,Gamla stan Köping,Villa
Glasgatan 12 B,99,5,3678,920000,29246,2016-3-28,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Esplanaden 1,137,5,5089,2125000,215511,2016-3-26,Köpings kommun,Centralt,Bostadsrättslägenhet
Schenströmsgatan 8,115,4,,2575000,,2016-3-25,Köpings kommun,Stigarna,Villa
Hisingsgatan 27,118,4,,1800000,,2016-3-24,Köpings kommun,Stigarna,Villa
Vesslestigen 4,113,4,,1840000,,2016-3-24,Köpings kommun,Stigarna,Par/Rad/Kedjehus
Nyponstigen 14,91,5,,1300000,,2016-3-24,Köpings kommun,Johannisdal,Villa
Pungbovägen 24,70,5,4370,625000,28865,2016-3-17,Köpings kommun,Parkområdet/Östanås,Bostadsrättslägenhet
Torsgatan 25 A,54,2,3185,610000,211296,2016-3-17,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Viktoriagatan 8 A,50,2,3791,400000,28000,2016-3-16,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Västeråsvägen 156,121,7,,1300000,,2016-3-16,Köpings kommun,Munktorp,Villa
Kihlmansgatan 14 B,82,5,4021,390000,24727,2016-3-15,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Hagavägen 34 C,61,5,3164,295000,24797,2016-3-15,Köpings kommun,Johannisdal,Bostadsrättslägenhet
Scheelegatan 33 D,73,3,4919,480000,26575,2016-3-11,Köpings kommun,Byjorden,Bostadsrättslägenhet
Sundängevägen 12,37,2,,685000,,2016-3-11,Köpings kommun,Sundänge Köping,Fritidshus
Torsgatan 21 C,54,2,3255,400000,27407,2016-3-10,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Hummelbäcksgatan 1A,74,3,3216,480000,26486,2016-3-9,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Brovägen 31,129,5,,1200000,,2016-3-4,Köpings kommun,Solbacken,Villa
Kihlmansgatan 34 B,47,1,2621,250000,25319,2016-3-4,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
St Olovsgatan 60 A,79,3,4920,550000,26962,2016-3-4,Köpings kommun,Köpings Centrum,Bostadsrättslägenhet
Kihlmansgatan 10 I,82,5,4962,310000,23758,2016-3-2,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Kihlmansgatan 20B,82,5,4021,375000,24545,2016-3-2,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Schenströmsgatan 34,112,4,,2300000,,2016-3-1,Köpings kommun,Stigarna,Villa
Erlandsvägen 26,86,4,,1810000,,2016-3-1,Köpings kommun,Parkområdet/Östanås,Villa
Nygatan 12 B Köping,81,5,3186,1000000,212270,2016-2-29,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Sandviksdalen 1,45,2,,350000,,2016-2-25,Köpings kommun,Fröänge Västra Skedvi,Fritidshus
Bodavägen 20,43,3,,830000,,2016-2-20,Köpings kommun,Sundänge,Fritidshus
Östra Långgatan 15B Köping,75,3,4526,915000,212151,2016-2-17,Köpings kommun,Köping Centralt,Bostadsrättslägenhet
Rotmossen 1,174,6,,1910000,,2016-2-11,Köpings kommun,Kolsva,Villa
Kihlmansgatan 6 E,82,5,4861,250000,23030,2016-2-11,Köpings kommun,Köping Ullvibackar,Bostadsrättslägenhet
Erlandsvägen 31,230,7,,2450000,,2016-2-6,Köpings kommun,Parkenområdet,Friliggande villa
Talgoxvägen 22,136,5,,2075000,,2016-2-4,Köpings kommun,Elundsområdet,Villa
Prästgärdsgatan 20 A,60,2,3242,400000,26667,2016-2-1,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Hagavägen 36,59,2,3208,370000,26271,2016-1-29,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Källgatan 5,125,5,,1300000,,2016-1-29,Köpings kommun,Östanås,Villa
Pungbovägen 24,55,5,3501,450000,28108,2016-1-29,Köpings kommun,Parkområdet/Östanås,Bostadsrättslägenhet
Torsgatan 21D,53,2,3268,430000,28113,2016-1-25,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Sveavägen 4 A,71,3,3363,500000,27042,2016-1-19,Köpings kommun,Karlsdal Köping,Bostadsrättslägenhet
St Olovsgatan 58 B,81,3,5065,495000,26111,2016-1-19,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Kihlmansgatan 20 C,82,5,4069,500000,26061,2016-1-18,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Sveavägen 22 E,92,5,3620,785000,28486,2016-1-16,Köpings kommun,Centralt,Bostadsrättslägenhet
Viktoriagatan 6 B,49,2,3728,325000,26633,2016-1-15,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Hovgården 5,102,4,,1600000,,2016-1-13,Köpings kommun,Dåvö,Villa
Kvarnstensvägen 8,144,5,,1600000,,2016-1-12,Köpings kommun,Munktorp,Villa
Rådjursstigen 25,158,6,,2080000,,2016-1-6,Köpings kommun,Stigarna,Villa
Stora Torget 2 F,128,5,6660,1400000,210938,2015-11-24,Köpings kommun,Centrum,Bostadsrättslägenhet
Hagavägen 34 B,58,2,2890,395000,26810,2015-11-23,Köpings kommun,Johannisdal,Bostadsrättslägenhet
Rådjursstigen 12,136,?,,2000000,,2015-11-23,Köpings kommun,Kolsva,Villa
Ågärdsgatan 2 B,71,3,3385,425000,25986,2015-11-20,Köpings kommun,Karlsdal Köping,Bostadsrättslägenhet
Ålundavägen 9,102,4,,450000,,2015-11-18,Köpings kommun,Kolsva Ålundavägen,Villa
Torp Himmeta 12,117,6,,1245000,,2015-11-16,Köpings kommun,Himmeta,Villa
Nyckelbergsvägen 61 B,80,5,4208,860000,210683,2015-11-15,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Ringvägen 51 D,51,5,3308,380000,27379,2015-11-15,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
St Olovsgatan 58 B Lgh 1303,82,5,5130,700000,28485,2015-11-14,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Scheelegatan 33 A,54,5,3763,240000,24404,2015-11-11,Köpings kommun,Scheeletorget,Bostadsrättslägenhet
Bergslagsvägen 21,137,6,,1685000,,2015-11-9,Köpings kommun,Bergslagsvägen 21,Friliggande villa
Svalvägen 32,150,6,,2900000,,2015-11-8,Köpings kommun,Elund,Villa
Nygatan 12 A,126,5,4962,1400000,211067,2015-11-8,Köpings kommun,Köpings Centrum,Bostadsrättslägenhet
Bergslagsvägen 6 D,40,1,2091,190000,24750,2015-11-7,Köpings kommun,Karlsdal Köping,Bostadsrättslägenhet
Kulinge 19,48,2,,350000,,2015-11-4,Köpings kommun,Kulinge,Villa
Trädgårdsgatan 10,40,1,1982,200000,25000,2015-11-2,Köpings kommun,Köping Centralt,Bostadsrättslägenhet
Skogslundsgatan 85,122,5,,1600000,,2015-10-30,Köpings kommun,Köping Ullvibackar,Villa
Blockgatan 19,152,7,,2580000,,2015-10-27,Köpings kommun,Köping Ullvibackar,Villa
Åkervägen 5,68,3,,795000,,2015-10-26,Köpings kommun,Marieberg,Villa
Stora Torget 2 G,122,3,5870,1200000,29836,2015-10-25,Köpings kommun,Centralt,Bostadsrättslägenhet
Vargstigen 19,99,4,,1805000,,2015-10-24,Köpings kommun,Stigarna,Villa
Sveavägen 8 B,71,3,3387,395000,25563,2015-10-23,Köpings kommun,Centrum,Bostadsrättslägenhet
Fallvägen 4,120,5,,850000,,2015-10-22,Köpings kommun,Kolsva,Villa
Prästgärdsgatan 14,35,1,1849,170000,24857,2015-10-20,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Ringensons Väg 6 H,109,4,,1150000,,2015-10-20,Köpings kommun,Köping Johannisdal,Par/Rad/Kedjehus
Hagavägen 36,69,3,3880,400000,25797,2015-10-19,Köpings kommun,Johannisdal,Bostadsrättslägenhet
Sörsylta 25,57,2,,875000,,2015-10-19,Köpings kommun,Dåvö,Fritidshus
Kihlmansgatan 20c,98,4,4688,355000,23622,2015-10-17,Köpings kommun,Köping Ullvibackar,Bostadsrättslägenhet
Kihlmansgatan 14 B,98,4,4688,485000,24949,2015-10-13,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Kihlmansgatan 34 E,47,1,2621,165000,23511,2015-10-13,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Ållestavägen 66,188,6,,1950000,,2015-10-11,Köpings kommun,Ållesta,Villa
Hagavägen 34 E,61,5,3164,425000,26911,2015-10-11,Köpings kommun,Johannisdal,Bostadsrättslägenhet
Sticklinge 28,66,3,,425000,,2015-10-5,Köpings kommun,Himmeta,Fritidshus
Nyckelbergsvägen 63A,55,2,2835,450000,28182,2015-10-5,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Bergslagsvägen 16 B,60,2,2924,455000,27583,2015-10-5,Köpings kommun,Karlsdal,Bostadsrättslägenhet
Gösvägen 3,37,3,,1290000,,2015-10-4,Köpings kommun,Stäudd vid Mälaren,Fritidshus
St Olovsgatan 58 B,82,3,5101,550000,26707,2015-10-4,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Nyckelbergsvägen 61 A,78,5,4064,400000,25096,2015-10-4,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Schenströmsgatan 25,119,4,,1900000,,2015-10-4,Köpings kommun,Elund,Par/Rad/Kedjehus
Mackstavägen 37,57,4,,1400000,,2015-10-3,Köpings kommun,Macksta,Villa
Pungbovägen 26 b,75,3,4298,620000,28267,2015-9-31,Köpings kommun,Östanås,Bostadsrättslägenhet
Mariebergsgatan 22 A,69,3,3040,600000,28696,2015-9-30,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Ringvägen 53 B,25,5,2172,115000,24510,2015-9-30,Köpings kommun,Köping Johannisdal,Bostadsrättslägenhet
Malmavägen 4,108,4,,1410000,,2015-9-27,Köpings kommun,Kolsva,Villa
Kihlmansgatan 30 A,62,5,3209,300000,24800,2015-9-27,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Lars Uno Lindbergs Väg 1,117,5,,790000,,2015-9-26,Köpings kommun,Kolsva,Villa
Dömsta 11,60,3,,1175000,,2015-9-26,Köpings kommun,Himmeta,Villa
Ringvägen 42,92,4,,1795000,,2015-9-26,Köpings kommun,Östanås,Villa
Scheelegatan 54,98,4,,937500,,2015-9-23,Köpings kommun,Scheelegatan 54,Villa
Mårdstigen 2 Köping,102,?,,1400000,,2015-9-21,Köpings kommun,Stigarna,Par/Rad/Kedjehus
Ringvägen 49 H,53,5,2497,350000,26542,2015-9-16,Köpings kommun,Köping Johannisdal,Bostadsrättslägenhet
Sveavägen 8 B,71,3,3415,550000,27746,2015-9-16,Köpings kommun,Nära centrum,Bostadsrättslägenhet
Torsgatan 23 D,32,1,2020,120000,23750,2015-9-15,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Ållestavägen 5,114,5,,1650000,,2015-9-14,Köpings kommun,Elundområdet,Villa
Bergslagsvägen 8 A,60,2,2943,280000,24667,2015-9-14,Köpings kommun,Karlsdal Köping,Bostadsrättslägenhet
Bergslagsvägen 18C,74,3,,820000,,2015-9-14,Köpings kommun,Kolsva,Villa
Kihlmansgatan 10 H,82,5,4760,330000,24000,2015-9-12,Köpings kommun,Nibblesbacke,Bostadsrättslägenhet
Dalvägen 15,91,5,,1765000,,2015-9-12,Köpings kommun,Vidhem,Friliggande villa
Östra Sjövägen 9,63,2,,1375000,,2015-9-10,Köpings kommun,Stäudd,Fritidshus
Ängsvägen 19,79,6,,1680000,,2015-9-10,Köpings kommun,Marieberg,Villa
Torsgatan 25 C,41,1,2444,150000,23659,2015-9-10,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Torsgatan 23B,53,2,3069,320000,26038,2015-9-8,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Pungbovägen 22 A,64,5,3758,350000,25426,2015-9-8,Köpings kommun,Köping Östanås,Bostadsrättslägenhet
Hisingsgatan 15,139,6,,1750000,,2015-9-7,Köpings kommun,Elund,Villa
Dåvö Bastviken 16A,92,4,,2200000,,2015-9-7,Köpings kommun,Dåwö Munktorp,Fritidshus
Ågatan 38,113,5,,1600000,,2015-9-7,Köpings kommun,Ågärdet Köping,Par/Rad/Kedjehus
Nyponstigen 3,88,3,,1615000,,2015-9-5,Köpings kommun,Johannisdal,Par/Rad/Kedjehus
Östanåsgatan 15,70,3,4053,480000,26857,2015-9-2,Köpings kommun,Östannås,Bostadsrättslägenhet
Scheelegatan 23 C,53,2,2949,415000,27830,2015-9-1,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Bergslagsvägen 16 A,60,2,2943,475000,27917,2015-9-1,Köpings kommun,Karlsdal Köping,Bostadsrättslägenhet
Ringvägen 49 C,65,3,2977,430000,26615,2015-9-1,Köpings kommun,Köping Johannisdal,Bostadsrättslägenhet
Vintergatan 12,60,3,,400000,,2015-8-28,Köpings kommun,Kolsva,Villa
Senstavägen 13,80,3,,640000,,2015-8-28,Köpings kommun,Munktorp,Villa
Tuna 3,93,4,,1975000,,2015-8-26,Köpings kommun,Västra Skedvi,Gård
Passgatan 2,163,6,,1900000,,2015-8-24,Köpings kommun,Köping Ullvibackar,Villa
Barnhemsgatan 9A,153,5,8498,800000,25229,2015-8-24,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Kihlmansgatan 6 G,62,5,3861,250000,24000,2015-8-22,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Odensvivägen 5 C,40,1,1984,160000,24000,2015-8-21,Köpings kommun,Centrum,Bostadsrättslägenhet
Kihlmansgatan 18 B,82,5,4021,395000,24788,2015-8-18,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Vargstigen 6,117,5,,1600000,,2015-8-11,Köpings kommun,Stigarna,Par/Rad/Kedjehus
Sundängevägen 16,45,2,,545000,,2015-8-11,Köpings kommun,Sundänge Köping,Fritidshus
Scheelegatan 8 B,77,3,2707,710000,29221,2015-8-11,Köpings kommun,Nära centrum,Bostadsrättslägenhet
Pelarskogsgatan 16,118,4,,1700000,,2015-8-10,Köpings kommun,Ullvi backar,Villa
Skridskogatan 30,137,7,,2375000,,2015-8-10,Köpings kommun,Köping Ullvibackar,Villa
Scheelegatan 8 A,51,1,2337,550000,210763,2015-8-8,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Vedbo 12,98,3,,1455000,,2015-8-8,Köpings kommun,Vedbo,Villa
Oppeby 2,129,5,,2120000,,2015-8-8,Köpings kommun,Himmeta,Villa
Torsgatan 23 C,40,5,2395,140000,23457,2015-8-7,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Ringensons Väg 3A,123,5,,1620000,,2015-8-4,Köpings kommun,Köping Johannisdal,Par/Rad/Kedjehus
Skedviby 1,110,4,,3100000,,2015-8-4,Köpings kommun,Västra Skedvi,Gård
Scheelegatan 33 E,73,3,4956,460000,26301,2015-8-4,Köpings kommun,Byjorden,Bostadsrättslägenhet
Gärdsgårdsstigen 7,40,3,,600000,,2015-8-3,Köpings kommun,Sundänge,Fritidshus
Dalvägen 16,128,5,,1775000,,2015-8-3,Köpings kommun,Vidhem,Villa
Torsgatan 25 C,41,1,2412,135000,23293,2015-8-2,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Byjordsgatan 4E,155,5,,1395000,,2015-7-28,Köpings kommun,Centrum Köping,Par/Rad/Kedjehus
Bergslagsvägen 10 C,93,5,4302,835000,28930,2015-7-27,Köpings kommun,Karlsdal Köping,Bostadsrättslägenhet
Furuvägen 14,32,5,2013,142000,24369,2015-7-27,Köpings kommun,Köping Johannisdal,Bostadsrättslägenhet
Kastenabacken 8,63,3,,395000,,2015-7-27,Köpings kommun,Kastenabacken,Villa
Majtunavägen 7,119,5,,2060000,,2015-7-27,Köpings kommun,Kardanbyn,Villa
Ringvägen 53 B,51,5,3308,240000,24660,2015-7-21,Köpings kommun,Köping Johannisdal,Bostadsrättslägenhet
Ringvägen 51 B,55,2,3543,295000,25364,2015-7-21,Köpings kommun,Johannisdal,Bostadsrättslägenhet
Skästa 3,104,4,,1990000,,2015-7-20,Köpings kommun,Malma,Friliggande villa
Odensvivägen 6 D,58,5,4160,355000,26068,2015-7-19,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Hagavägen 34 D,61,5,3164,405000,26585,2015-7-18,Köpings kommun,Johannisdal,Bostadsrättslägenhet
Furuvägen 12 C,61,5,3164,380000,26179,2015-7-17,Köpings kommun,Johannisdal,Bostadsrättslägenhet
Malmönvägen 141,103,3,,2400000,,2015-7-17,Köpings kommun,Malmön Köping,Villa
Dåvö 80,74,5,,675000,,2015-7-14,Köpings kommun,Dåvö,Fritidshus
Bergslagsvägen 6 C,71,3,3303,365000,25141,2015-7-12,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Hagavägen 8 C,58,2,3419,390000,26724,2015-7-12,Köpings kommun,Köping Centralt,Bostadsrättslägenhet
Torsgatan 21 c,40,5,2556,170000,24198,2015-7-11,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Ringvägen 51 E,51,5,3510,295000,25728,2015-7-11,Köpings kommun,Köping Johannisdal,Bostadsrättslägenhet
Kihlmansgatan 12 D,82,5,4109,485000,25879,2015-7-10,Köpings kommun,Kihlmansgatan,Bostadsrättslägenhet
Kihlmansgatan 8 E,65,5,3720,200000,23053,2015-7-10,Köpings kommun,Skogsbrynet,Bostadsrättslägenhet
Hummelbäcksgatan 1 A,60,5,2604,385000,26364,2015-7-7,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Bodavägen 22,40,3,,550000,,2015-7-6,Köpings kommun,Sundänge Köping,Fritidshus
Tallstigen 1,75,4,,490000,,2015-7-5,Köpings kommun,Sundänge Köping,Fritidshus
Lyckliga Vägen 8,70,3,,1475000,,2015-6-31,Köpings kommun,Stäudd vid Mälaren,Fritidshus
Kihlmansgatan 32 A,82,5,4065,460000,25576,2015-6-31,Köpings kommun,Kihlmansgatan 32 A,Bostadsrättslägenhet
Kvarnstensvägen 11,125,6,,1435000,,2015-6-30,Köpings kommun,Sorbyområdet Munktorp,Villa
Norra Stjärnvägen 1,85,4,,710000,,2015-6-29,Köpings kommun,Kolsva Solbacken,Villa
S:t Olovsgatan 60 B,81,3,5065,620000,27654,2015-6-23,Köpings kommun,Centralt,Bostadsrättslägenhet
Sveavägen 6B,71,3,3489,375000,25282,2015-6-22,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Furuvägen 12 B,61,5,3164,365000,25935,2015-6-20,Köpings kommun,Johannisdal,Bostadsrättslägenhet
Torsgatan 25 C,54,2,3061,350000,26481,2015-6-17,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Hovgården 18,43,2,,1150000,,2015-6-16,Köpings kommun,Dåvö Hovgården,Fritidshus
Skogsängsgatan 11,167,5,,2360000,,2015-6-15,Köpings kommun,Köping Ullvibackar,Villa
Bergtorpsvägen 22,159,5,,1600000,,2015-6-9,Köpings kommun,Kolsva,Villa
Frosta Ekebybro 16,120,5,,1995000,,2015-6-9,Köpings kommun,Frosta Ekebybro 16,Villa
Sjövägen 38,101,3,,3650000,,2015-6-7,Köpings kommun,Malmön,Villa
Bollgatan 7,119,6,,2000000,,2015-6-7,Köpings kommun,Köping Ullvibackar,Villa
Västlandavägen 56,55,2,,675000,,2015-6-6,Köpings kommun,Sundänge,Fritidshus
Malmönvägen 44,36,2,,660000,,2015-6-3,Köpings kommun,Malmön,Fritidshus
"Lärsäter 30 (Tovtegsvägen, Köping)",50,3,,1575000,,2015-6-3,Köpings kommun,Kolsva,Fritidshus
Ringvägen 7A,110,5,,1600000,,2015-6-2,Köpings kommun,Östanås,Par/Rad/Kedjehus
Karltorpvägen 26,64,3,,1425000,,2015-6-2,Köpings kommun,Stäudd vid Mälaren,Fritidshus
Hagavägen 8A,55,5,3578,315000,25676,2015-6-2,Köpings kommun,Köping Östanås,Bostadsrättslägenhet
Nyckelbergsvägen 23,186,6,,3405000,,2015-6-2,Köpings kommun,Nyckelberget,Villa
Gotersbergsvägen 6,96,4,,1550000,,2015-6-2,Köpings kommun,Elund,Par/Rad/Kedjehus
Solberga 14,142,5,,3750000,,2015-6-2,Köpings kommun,Lersäter-Lundby,Gård
Kihlmansgatan 18 D,82,5,4065,410000,24970,2015-6-1,Köpings kommun,Kihmansgatan,Bostadsrättslägenhet
Scheelegatan 23 A,53,2,2949,285000,25377,2015-6-1,Köpings kommun,Nära centrum,Bostadsrättslägenhet
Bergslagsvägen 18 C,93,5,4225,610000,26524,2015-5-26,Köpings kommun,Karlsdal,Bostadsrättslägenhet
Bergslagsvägen 12 C,58,5,2879,355000,26068,2015-5-22,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
Furuvägen 29,88,4,,1550000,,2015-5-22,Köpings kommun,Köping Johannisdal,Par/Rad/Kedjehus
Ringvägen 56,91,4,,1350000,,2015-5-22,Köpings kommun,Östanås,Villa
Lia 2,104,3,,2100000,,2015-5-21,Köpings kommun,Munktorp,Gård
Törunda 5,152,6,,1795000,,2015-5-18,Köpings kommun,Munktorp,Villa
Furuvägen 14,69,5,3574,375000,25396,2015-5-15,Köpings kommun,centrum,Bostadsrättslägenhet
Bergtorpsvägen 26,102,4,,1100000,,2015-5-15,Köpings kommun,Bergtorpet,Villa
Kihlmansgatan 18C,62,5,3209,175000,22800,2015-5-12,Köpings kommun,Köping Ullvibackar,Bostadsrättslägenhet
Erlandsvägen  35 E,61,5,3164,250000,24065,2015-5-12,Köpings kommun,Erlandsvägen  centralt,Bostadsrättslägenhet
Ringvägen 49 D,53,5,2497,260000,24860,2015-5-12,Köpings kommun,Ringvägen Köping,Bostadsrättslägenhet
Mellanvägen 2,109,5,,1525000,,2015-5-12,Köpings kommun,Hagen,Villa
Trädgårdsgatan 12,52,2,2475,375000,27212,2015-5-12,Köpings kommun,Köping Centralt,Bostadsrättslägenhet
Fröänge Kusktorp,65,3,,510000,,2015-5-12,Köpings kommun,Fröänge Västra Skedvi,Fritidshus
Mariebergsgatan 26 B,77,3,4045,510000,26623,2015-5-12,Köpings kommun,Nyckelberget,Bostadsrättslägenhet
Barnhemsgatan 7 B,59,2,2589,550000,29322,2015-5-11,Köpings kommun,Centrum Köping,Bostadsrättslägenhet
"Våsjö Norra, tomt nr 17",57,3,,1330000,,2015-5-10,Köpings kommun,Våsjö vid Västlandasjön,Fritidshus
Östanåsgatan 17,67,5,3981,770000,211407,2015-5-10,Köpings kommun,Östanås,Bostadsrättslägenhet
Hummelbäcksgatan 3 B,68,3,2846,520000,27647,2015-5-10,Köpings kommun,Centralt,Bostadsrättslägenhet
Åkerby 8,78,3,,575000,,2015-5-9,Köpings kommun,Åkerby 8,Fritidshus
Granadavägen 11a,90,3,,1800000,,2015-5-5,Köpings kommun,Östanås,Villa
Bäverstigen 26,188,8,,3650000,,2015-5-4,Köpings kommun,Stigarna,Villa
Viktoriagatan 8 a,50,2,3791,245000,24900,2015-5-2,Köpings kommun,Centralt,Bostadsrättslägenhet
Hagavägen 34 B,58,2,2919,265000,24569,2015-5-1,Köpings kommun,Johannisdal,Bostadsrättslägenhet
Ringvägen 49 J,38,5,1725,125000,23247,2015-maj-31,Köpings kommun,Köping Johannisdal,Bostadsrättslägenhet
